INFO	Title	PCDC Data Model										
INFO	Name	pcdc_v2.0										
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/pcdc/pcdc_v2.0										
INFO	Used By	aml_v2.0, gct_v2.0, hl_v2.0, nbl_v2.0, nrsts_v2.0, rms_v2.0										
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)										
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/										
INFO	Description	Each disease group in the PCDC network uses a disease-specific data dictionary as the target schema for their data harmonization efforts. The PCDC data model is the full collection these consensus data elements.										
INFO	Total Variables	409										
												
RowType	VariableName	DataType	Tier	VariableSource	VariableDescription	VariableCode	PermissibleValue	ValueSource	ValueDescription	ValueCode	ImplementationNotes	Mappings
PD							PEG-filgrastim	hl_v2.0	A long-acting pegylated form of a recombinant therapeutic agent which is chemically identical to or similar to an endogenous human granulocyte colony-stimulating factor (G-CSF). Produced endogenously by monocytes, fibroblasts, and endothelial cells, G-CSF binds to and activates specific cell surface receptors, stimulating neutrophil progenitor proliferation and differentiation and selected neutrophil functions. Conjugation of the cytokine with a branched polyethylene glycol molecule (pegylation) significantly increases its therapeutic half-life. (NCI04)	ncit:C1854		
PD							Morphine	hl_v2.0	An opiate alkaloid isolated from the plant Papaver somniferum and produced synthetically. Morphine binds to and activates specific opiate receptors (delta, mu and kappa), each of which are involved in controlling different brain functions. In the central nervous and gastrointestinal systems, this agent exhibits widespread effects including analgesia, anxiolysis, euphoria, sedation, respiratory depression, and gastrointestinal system smooth muscle contraction. (NCI04)	ncit:C62051		
PD							Gabapentin	hl_v2.0	A synthetic analogue of the neurotransmitter gamma-aminobutyric acid with anticonvulsant activity. Although its exact mechanism of action is unknown, gabapentin appears to inhibit excitatory neuron activity. This agent also exhibits analgesic properties. (NCI04)	ncit:C1108		
PD							Thyroid Hormone Replacement	hl_v2.0	The sodium salt of levothyroxine, a synthetic levoisomer of thyroxine (T4) that is similar to the endogenous hormone produced by the thyroid gland. In peripheral tissues, levothyroxine is deiodinated by 5'-deiodinase to form triiodothyronine (T3). T3 enters the cell and binds to nuclear thyroid hormone receptors; the activated hormone-receptor complex in turn triggers gene expression and produces proteins required in the regulation of cellular respiration; thermogenesis; cellular growth and differentiation; and the metabolism of proteins, carbohydrates and lipids. T3 also exhibits cardiostimulatory effects.	ncit:C888		
PD							Plerixafor	hl_v2.0	A bicyclam with hematopoietic stem cell-mobilizing activity. Plerixafor blocks the binding of stromal cell-derived factor (SDF-1alpha) to the cellular receptor CXCR4, resulting in hematopoietic stem cell (HSC) release from bone marrow and HSC movement into the peripheral circulation.	ncit:C1777 | rxcui:733003		
VD	NUMBER_DOSES	Decimal	n/a	aml_v2.0 | hl_v2.0	Number of times a dose of the medication was administered between the AGE_AT_MEDICATION_START and AGE_AT_MEDICATION_END values.	ncit:C173293	_undefined_	_undefined_	_undefined_	_undefined_		
VD	TOTAL_DOSE_ADMINISTERED	Decimal	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0	Total amount of medication administered between the AGE_AT_MEDICATION_START and AGE_AT_MEDICATION values. Assuming all doses administered are the same amount of medication, this value should be equal to the amount of medication given at each dose multiplied by the number of doses.	ncit:C94394	_undefined_	_undefined_	_undefined_	_undefined_		
VD	TOTAL_DOSE_INTENDED	Decimal	n/a	aml_v2.0 | hl_v2.0	This is the total amount of medication that was intended to be administered either by trial protocol, by prescription, or other indicator at the time point of AGE_AT_MEDICATION_START. Often, this will be equal to TOTAL_DOSE_ADMINISTERED. If TOTAL_DOSE_ADMINISTERED and TOTAL_DOSE_INTENDED are different, this indicates a deviation from the protocol or plan and may be due to a variety of factors including patient intolerance, patient non-adherence, etc.	ncit:C173294	_undefined_	_undefined_	_undefined_	_undefined_		
VD	TOTAL_DOSE_UNIT	Enum	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0	The units of the total dose administered to the subject.	ncit:C17395	_undefined_	_undefined_	_undefined_	_undefined_		
PD							mg/m2	aml_v2.0 | gct_v2.0 | hl_v2.0	A metric unit of areal density equal to approximately 2.94935E-5 ounce per square yard. Also used as a dose calculation unit.	ncit:C67402		
PD							Unknown	aml_v2.0 | gct_v2.0	Reported as unknown by the data contributor.	ncit:C17998		
PD							Not Reported	aml_v2.0 | gct_v2.0	Not provided or available.	ncit:C43234		
PD							mg/kilo	gct_v2.0 | hl_v2.0	A unit of a mass fraction expressed as a number of milligrams of substance per kilogram of mixture. The unit is also used as a dose calculation unit.	ncit:C67401		
PD							mg	gct_v2.0 | hl_v2.0	A metric unit of mass equal to one thousandth of a gram or 1000 micrograms. One milligram equals approximately 0.015 432 grain or 35.274 x 10E-6 ounce.	ncit:C28253		
PD							IU	gct_v2.0 | hl_v2.0	The unitage assigned by the WHO to International Biological Standards - substances, classed as biological according to the criteria provided by WHO Expert Committee on Biological Standardization (e.g. hormones, enzymes, and vaccines), to enable the results of biological and immunological assay procedures to be expressed in the same way throughout the world. The definition of an international unit is generally arbitrary and technical, and has to be officially approved by the International Conference for Unification of Formulae.	ncit:C48579		
PD							IU/m2	hl_v2.0	A dose calculation unit expressed as a number of arbitrary units of biological activity (International Units) of substance per square meter of body surface area.	ncit:C67378		
VD	PROTOCOL_MEDICATION	Enum	n/a	hl_v2.0	Was this medication part of the treatment protocol?		_undefined_	_undefined_	_undefined_	_undefined_		
PD							Yes	hl_v2.0	The affirmative response to a question.	ncit:C49488		
PD							No	hl_v2.0	The non-affirmative response to a question.	ncit:C49487		
VD	NON_PROTOCOL_TIMING	Enum	n/a	hl_v2.0	A description of the timing of when the non-protocol therapy was received.	ncit:C175038	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Prior to Study	hl_v2.0	The time period before the study.	ncit:C175039		
PD							After Study Completion	hl_v2.0	The time period after the completion of the study.	ncit:C175040		
VD	SUPPORTIVE_CARE_DETAIL	Enum	n/a	hl_v2.0	If a non-protocol medication, why was this medication administered?		_undefined_	_undefined_	_undefined_	_undefined_		
PD							Treatment for Adverse Event	hl_v2.0	Treatment administered to patients experiencing adverse events.	ncit:C88082		
PD							Prevention of Adverse Event	hl_v2.0	Practices or interventions to prevent an adverse event.	ncit:C185654		
PD							Stem Cell Mobilization	hl_v2.0	Therapy to cause release of stem cells from the bone marrow into the peripheral blood circulation for the purpose of collection.	ncit:C62604		
PD							Other	hl_v2.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
VD	ROUTE_DETAIL	Enum	n/a	hl_v2.0	Designation of the part of the body through which or into which, or the way in which, the medicinal product is intended to be introduced. In some cases a medicinal product can be intended for more than one route and/or method of administration.	ncit:C38114	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Parenteral	hl_v2.0	Administration of a substance by some means other than through the gastrointestinal tract: usually through injection, infusion, or implantation. Predominantly, the drug action is systemic, but in some cases, it is confined to local area.	ncit:C38291		
PD							Oral	hl_v2.0	The introduction of a substance to the mouth or into the gastrointestinal tract by the way of the mouth, usually for systemic action. It is the most common, convenient, and usually the safest and least expensive route of drug administration, but it uses the most complicated pathway to the tissues and bioavailability varies. The disadvantages of method are hepatic first pass metabolism and enzymatic degradation of the drug within the gastrointestinal tract. This prohibits oral administration of certain classes of drugs especially peptides and proteins.	ncit:C38288		
												
												
TD	Radiation Therapy											
TG	Refer to each data dictionary for specific table implementation guidance											
VD	HONEST_BROKER_SUBJECT_ID	String	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0 | nrsts_v2.0 | rms_v2.0	The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_	_undefined_		
VD	AGE_AT_RT_START	Integer	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0 | rms_v2.0	Age of subject (in days) at the start of radiation therapy.	ncit:C172695 | ncit:172695	_undefined_	_undefined_	_undefined_	_undefined_		
VD	AGE_AT_RT_END	Integer	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0	Age of subject (in days) at the end of radiation therapy.	ncit:C172696 | ncit:172696	_undefined_	_undefined_	_undefined_	_undefined_		
VD	TIME_PERIOD_SUBMITTER_ID	String	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0	This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_	_undefined_		
VD	SITE	Enum	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0 | nrsts_v2.0 | rms_v2.0	The anatomic site of the radiation therapy.	ncit:C173281 | ncit:173281	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Cranium	aml_v2.0	The bones that form the head, made up of the bones of the braincase and face.	ncit:C12789		
PD							Other	aml_v2.0 | hl_v2.0 | nrsts_v2.0 | rms_v2.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
PD							Unknown	aml_v2.0 | gct_v2.0 | hl_v2.0 | nrsts_v2.0 | rms_v2.0	Reported as unknown by the data contributor.	ncit:C17998 | ncit:17998		
PD							Not Reported	aml_v2.0 | gct_v2.0 | hl_v2.0 | nrsts_v2.0 | rms_v2.0	Not provided or available.	ncit:C43234 | ncit:43234		
PD							Frontal Cortex	gct_v2.0	The part of the brain located anterior to the parietal lobes at the front of each cerebral hemisphere.	ncit:C32635		
PD							Head and Neck	gct_v2.0	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418		
PD							Liver	gct_v2.0 | hl_v2.0 | nrsts_v2.0		ncit:C12392		
PD							Mediastinum	gct_v2.0 | hl_v2.0	A group of organs surrounded by loose connective tissue, separating the two pleural sacs, between the sternum anteriorly and the vertebral column posteriorly as well as from the thoracic inlet superiorly to the diaphragm inferiorly. The mediastinum contains the heart and pericardium, the bases of the great vessels, the trachea and bronchi, esophagus, thymus, lymph nodes, thoracic duct, phrenic and vagus nerves, and other structures and tissues.	ncit:12748		
PD							Occipital Cortex	gct_v2.0	One of the four regions of cortex in each cerebral hemisphere. It is located posterior to the temporal lobe and inferior to the parietal lobe.	ncit:12757		
PD							Ovary	gct_v2.0 | rms_v2.0	One of the paired female reproductive glands containing the ova or germ cells; the ovary's stroma is a vascular connective tissue containing numbers of ovarian follicles enclosing the ova.	ncit:C12404		
PD							Parietal Cortex	gct_v2.0	One of the lobes of the cerebral hemisphere located superiorly to the occipital lobe and posteriorly to the frontal lobe. Cognition and visuospatial processing are its main functions.	ncit:C12766		
